run_id,latency_set,n_submitted,n_warmup_excluded,n_measured,n_accepted,n_expected_rejection,n_unexpected,n_timeout,n_internal_error,failure_rate_pct,attack_rejection_rate_pct,false_acceptances,false_rejections,completed_throughput_rps,offered_load_rps,n,filter_rule,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms,p99_ms,ci95_low_ms,ci95_high_ms,ci_method,n_identities,concurrency,mechanism,scenario,audit_tx
n100-identities_c1-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T025855Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,29.124304960704087,31.06592529141769,30,warmup==false AND observed_outcome==ACCEPTED,21.59284,18.9299,10.271730567808678,12.1121,59.3913,34.051575,52.17908700000002,18.297584666666665,25.52823108333333,scipy.stats.bootstrap percentile 10000 resamples 95%,100,1,blockchain,valid_active,False
n100-identities_c5-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025857Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,59.671377788486815,63.6494696410526,30,warmup==false; include all finished decisions,11.81475,11.6999,5.044381474318559,2.9407,21.7407,20.05733,21.399022,10.078333083333336,13.61359,scipy.stats.bootstrap percentile 10000 resamples 95%,100,5,x509,valid_active,False
n100-identities_c5-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T025857Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,59.671377788486815,63.6494696410526,30,warmup==false AND observed_outcome==ACCEPTED,11.81475,11.6999,5.044381474318559,2.9407,21.7407,20.05733,21.399022,10.078333083333336,13.61359,scipy.stats.bootstrap percentile 10000 resamples 95%,100,5,x509,valid_active,False
n100-identities_c5-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T033213Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,27.8180392381965,29.672575187409603,30,warmup==false; include all finished decisions,95.20800666666668,85.23375,32.45071546462668,59.1904,191.5663,167.56227499999991,188.030301,84.64379924999999,107.52757241666664,scipy.stats.bootstrap percentile 10000 resamples 95%,100,5,blockchain,valid_active,False
n100-identities_c5-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T033213Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,27.8180392381965,29.672575187409603,30,warmup==false AND observed_outcome==ACCEPTED,95.20800666666668,85.23375,32.45071546462668,59.1904,191.5663,167.56227499999991,188.030301,84.64379924999999,107.52757241666664,scipy.stats.bootstrap percentile 10000 resamples 95%,100,5,blockchain,valid_active,False
n100-identities_c10-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T030036Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,59.6528798920184,63.6297385514863,30,warmup==false; include all finished decisions,23.251406666666664,23.9011,8.519215630882414,3.7705,36.48,34.75268,35.999122,20.21186158333333,26.18565533333333,scipy.stats.bootstrap percentile 10000 resamples 95%,100,10,x509,valid_active,False
n100-identities_c10-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T030036Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,59.6528798920184,63.6297385514863,30,warmup==false AND observed_outcome==ACCEPTED,23.251406666666664,23.9011,8.519215630882414,3.7705,36.48,34.75268,35.999122,20.21186158333333,26.18565533333333,scipy.stats.bootstrap percentile 10000 resamples 95%,100,10,x509,valid_active,False
n100-identities_c10-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T030038Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,29.097000768440576,31.03680081966995,30,warmup==false; include all finished decisions,112.12733000000004,119.1061,31.649156391635028,27.1041,154.1441,152.533535,153.891017,100.69549191666664,123.04271991666666,scipy.stats.bootstrap percentile 10000 resamples 95%,100,10,blockchain,valid_active,False
n100-identities_c10-conc_mech-blockchain-1backend_valid-active_r30_audit-off_20260831T030038Z,accepted_only,32,2,30,30,0,0,0,0,0.0,,0,0,29.097000768440576,31.03680081966995,30,warmup==false AND observed_outcome==ACCEPTED,112.12733000000004,119.1061,31.649156391635028,27.1041,154.1441,152.533535,153.891017,100.69549191666664,123.04271991666666,scipy.stats.bootstrap percentile 10000 resamples 95%,100,10,blockchain,valid_active,False
n100-identities_c25-conc_mech-x509-1backend_valid-active_r30_audit-off_20260831T030039Z,all_finished,32,2,30,30,0,0,0,0,0.0,,0,0,59.719247871931664,63.70053106339377,30,warmup==false; include all finished decisions,38.04144666666666,33.97495,23.721998618287262,3.0961,102.127,87.49168499999995,100.387145,30.14410775,47.08408558333332,scipy.stats.bootstrap percentile 10000 resamples 95%,100,25,x509,valid_active,False
